newsid,title,negative,url,source,time,storydate,candidate,story_position,panel_position,domain
23748,"O'Rourke visits Iowa Veterans Home | News, Sports, Jobs",0,https://www.timesrepublican.com/news/todays-news/2019/07/orourke-visits-iowa-veterans-home/,Times Republican,1 day ago,7/5/2019 10:00,Beto O Rourke,9,1,www.timesrepublican.com
6043,Kamala Harris shows potential strength in 2020 primary,0,https://www.cnn.com/2018/12/23/politics/kamala-harris-2020-early-primary-signs/index.html,CNN.com,4 days ago,12/28/2018 0:00,Kamala Harris,1,1,www.cnn.com
9861,2020 Candidate Michael Bennet Wants to Sanction Russia for Its Memes,0,https://www.motherjones.com/politics/2019/08/michael-bennet-president-2020-russian-interference/,Mother Jones,8 hours ago,8/19/2019 14:00,Michael Bennet,1,1,www.motherjones.com
31486,"'You have to earn votes and not buy them': Some 2020 Dems wary of Michael 
Bloomberg's potential bid",1,https://www.cnn.com/2019/11/10/politics/michael-bloomberg-amy-klobuchar-democrats-react/index.html,CNN.com,1 week ago,11/18/2019 2:00,Amy Klobuchar,8,1,www.cnn.com
48824,Tulsi Gabbard moves to New Hampshire ahead of state's Democratic primary,0,https://nypost.com/2019/12/05/tulsi-gabbard-moves-to-new-hampshire-ahead-of-states-democratic-primary/,New York Post,1 day ago,12/6/2019 8:00,Tulsi Gabbard,3,1,nypost.com
38363,"Biden, Sanders gain ground in early voting states: poll | TheHill",0,https://thehill.com/homenews/campaign/469013-biden-sanders-gain-ground-in-early-voting-states-poll,The Hill,18 hours ago,11/6/2019 6:00,Bernie Sanders,8,1,thehill.com
59808,Pete Buttigieg’s remarkable moment of grace,0,https://www.washingtonpost.com/opinions/pete-buttigiegs-remarkable-moment-of-grace/2019/11/27/549ecda6-1137-11ea-b0fc-62cc38411ebb_story.html,Washington Post,1 day ago,11/29/2019 8:00,Pete Buttigieg,10,1,www.washingtonpost.com
49769,Josh Kurtz: Bringing It All Back Home,0,https://www.marylandmatters.org/2019/06/25/josh-kurtz-bringing-it-all-back-home/,Maryland Matters,10 hours ago,6/25/2019 14:00,John Delaney,1,1,www.marylandmatters.org
20710,"Former Trump campaign adviser says white male governor could win because he 
looks like a president",0,https://thinkprogress.org/cnn-paid-trump-adviser-says-white-male-looks-like-president-743592eadb7e/,ThinkProgress,3 days ago,8/4/2019 0:00,Steve Bullock,8,1,thinkprogress.org
43881,"Presidential candidate Beto O'Rourke taking questions at Charleston town 
hall Monday night",0,https://www.postandcourier.com/politics/presidential-candidate-beto-o-rourke-taking-questions-at-charleston-town/article_13fe4d20-c5c0-11e9-9eda-5bfd2c09300f.html,Post and Courier,22 hours ago,8/24/2019 12:00,Beto O Rourke,3,1,www.postandcourier.com
22331,Trump Lost #Sharpiegate the Moment He Took It Seriously,1,https://slate.com/news-and-politics/2019/09/trumps-sharpie-defense-hurricane-dorian.html,Slate,5 hours ago,9/7/2019 20:00,Donald Trump,8,1,slate.com
40922,"Deval Patrick Said His Record Of Fixing Problems Other Candidates Only 
""Have Plans For"" Is Resonating In New Hampshire",0,https://www.buzzfeednews.com/article/darrensands/deval-patrick-new-hampshire-2020-warren,BuzzFeed News,4 hours ago,12/9/2019 22:00,Deval Patrick,1,1,www.buzzfeednews.com
37297,"Klobuchar knocks Trump: 'This negotiating by tweet hasn't been working' | 
TheHill",0,https://thehill.com/homenews/sunday-talk-shows/458727-klobuchar-this-negotiating-by-tweet-hasnt-been-working,The Hill,2 days ago,8/27/2019 18:00,Amy Klobuchar,10,1,thehill.com
32841,Internet loves Elizabeth Warren's run across a field,0,https://www.cnn.com/videos/politics/2019/08/15/moos-pkg-elizabeth-warren-running-ebof-vpx.cnn,CNN.com,22 hours ago,8/16/2019 20:00,Elizabeth Warren,10,1,www.cnn.com
17950,,0,,,,9/29/2019 6:00,,,,
11526,"Howard Schultz town hall: What Kamala Harris and Elizabeth Warren are up to 
instead",0,https://www.vox.com/2019/4/4/18296140/howard-schultz-fox-news-starbucks-empty-chair,Vox,2 weeks ago,4/21/2019 12:00,Howard Schultz,7,1,www.vox.com
53830,2020 Hopeful Fmr Rep Delaney: Medicare for All Would Cost $33 Trillion,0,https://www.breitbart.com/clips/2019/06/28/2020-hopeful-fmr-rep-delaney-medicare-for-all-would-cost-33-trillion/,Breitbart,2 days ago,7/1/2019 4:00,John Delaney,4,1,www.breitbart.com
22223,"Why is billionaire Tom Steyer running for president — as an enemy of big 
corporations?",0,https://www.salon.com/2019/09/15/why-is-billionaire-tom-steyer-running-for-president-as-an-enemy-of-big-corporations/,Salon.com,3 weeks ago,10/4/2019 22:00,Tom Steyer,10,5,www.salon.com
38260,Centrist's Dead-End: Hickenlooper Quits White House Bid,1,https://www.realclearpolitics.com/articles/2019/08/15/centrists_dead-end_hickenlooper_quits_white_house_bid__141023.html,RealClearPolitics,3 days ago,8/18/2019 22:00,John Hickenlooper,9,1,www.realclearpolitics.com
4451,Sen. Kirsten Gillibrand Announces $10 Trillion Plan to Flight Climate Crisis,0,https://www.ecowatch.com/kirsten-gillibrand-climate-crisis-plan-2639358482.html,EcoWatch,3 days ago,7/29/2019 16:00,Kirsten Gillibrand,9,1,www.ecowatch.com
49263,Trump says he's in no rush to respond to the attacks on Saudi oil facilities,0,https://www.cnbc.com/2019/09/16/trump-says-hes-in-no-rush-to-respond-to-the-attacks-on-saudi-oil-facilities.html,CNBC.com,25 mins ago,9/16/2019 16:00,Donald Trump,6,1,www.cnbc.com
58997,"Bernie Sanders and Kamala Harris want to erase student debt and reform 
healthcare by taxing Wall Street. ..",0,https://markets.businessinsider.com/news/stocks/bernie-sanders-kamala-harris-financial-transaction-tax-could-hurt-savings-2019-9-1028524666,Markets Insider - Business Insider,15 hours ago,9/16/2019 0:00,Bernie Sanders,9,1,markets.businessinsider.com
52171,"Julián Castro 2020: Castro's campaign manager says fundraising email is not 
""a threat to quit""",0,https://www.cbsnews.com/news/julian-castro-2020-castros-campaign-manager-says-fundraising-email-is-not-a-threat-to-quit/,CBS News,1 day ago,10/1/2019 10:00,Julian Castro,1,1,www.cbsnews.com
26913,"Cory Booker, Bernie Sanders and Elizabeth Warren criticize Sinclair's 
purchase of former Fox RSNs",0,https://awfulannouncing.com/local-networks/cory-booker-bernie-sanders-elizabeth-warren-sinclair-fox-rsns.html,Awful Announcing,10 hours ago,6/26/2019 2:00,Cory Booker,3,1,awfulannouncing.com
40483,"Hickenlooper only Colorado Democratic Senate contender to skip upcoming 
climate forum",0,https://gazette.com/premium/hickenlooper-only-colorado-democratic-senate-contender-to-skip-upcoming-climate/article_e3b9addf-04e2-5915-acda-7b8f20de00cb.html,Colorado Springs Gazette,22 hours ago,10/2/2019 10:00,John Hickenlooper,3,4,gazette.com
35602,"Elizabeth Warren’s wealth tax might sound like nothing. But the numbers 
aren’t small.",0,https://www.washingtonpost.com/opinions/elizabeth-warrens-wealth-tax-might-sound-like-nothing-but-the-numbers-arent-small/2019/11/12/2c946d3e-0584-11ea-8292-c46ee8cb3dce_story.html,Washington Post,18 hours ago,11/13/2019 14:00,Elizabeth Warren,2,1,www.washingtonpost.com
30114,Delaney Fails to Qualify for Third Presidential Debate,1,https://bethesdamagazine.com/bethesda-beat/politics/delaney-fails-to-qualify-for-third-debate/,Bethesda Magazine,12 hours ago,8/30/2019 0:00,John Delaney,3,1,bethesdamagazine.com
52814,Former NYC Mayor Michael Bloomberg defends use of 'stop and frisk' policing,1,https://www.cnn.com/2019/01/22/politics/bloomberg-stop-and-frisk/index.html,CNN.com,1 day ago,1/24/2019 6:00,Michael Bloomberg,9,1,www.cnn.com
25440,"Warren's excited hand rub in reaction to Delaney wealth tax question turns 
into meme | TheHill",1,https://thehill.com/blogs/blog-briefing-room/news/455479-warrens-excited-hand-rub-in-reaction-to-delaney-wealth-tax,The Hill,4 days ago,8/5/2019 10:00,John Delaney,8,1,thehill.com
38559,Michael Bennet: The Retirement Survey,0,https://finance.yahoo.com/news/michael-bennet-the-retirement-survey-155844021.html,Yahoo Finance,10 hours ago,10/14/2019 22:00,Michael Bennet,1,1,finance.yahoo.com
43733,A Debate Warning for Democrats,0,https://www.wsj.com/articles/democrats-and-john-delaneys-dad-11561649812,Wall Street Journal,3 weeks ago,7/18/2019 18:00,John Delaney,8,1,www.wsj.com
39372,How Does Obama Feel About Biden’s Candidacy? It’s Complicated.,0,http://nymag.com/intelligencer/2019/05/joe-biden-and-barack-obamas-one-sided-embrace.html,New York Magazine,12 hours ago,5/24/2019 18:00,Joe Biden,2,1,nymag.com
8383,"Dori: Desperate Jay Inslee trying to recruit Lil Nas X, Megan Rapinoe",1,https://mynorthwest.com/1453328/dori-jay-inslee-megan-rapinoe-lil-nas-x/,MyNorthwest.com,2 days ago,7/20/2019 18:00,Jay Inslee,4,1,mynorthwest.com
55432,Democratic debate: Marianne Williamson’s beliefs are not rare in America,0,https://www.vox.com/policy-and-politics/2019/6/28/19154211/marianne-williamson-spiritual-religious,Vox,2 hours ago,6/28/2019 18:00,Marianne Williamson,4,1,www.vox.com
8110,"Presidential hopefuls struggle to control damage from sexual misconduct 
cases in first race of #MeToo era",1,https://www.latimes.com/politics/la-na-pol-me-too-presidential-campaign-20190210-story.html,Los Angeles Times,17 hours ago,2/11/2019 0:00,Steve Bullock,3,1,www.latimes.com
20567,"Kamala Harris thinks Trump is a racist. GOP chairwoman calls her 
'desperate.'",1,https://www.nbcnews.com/politics/2020-election/kamala-harris-thinks-trump-racist-gop-chairwoman-calls-her-desperate-n976271,NBC News,3 hours ago,2/26/2019 18:00,Kamala Harris,8,1,www.nbcnews.com
48947,"Pete Buttigieg Looks for Campaign Support, Funding in Orlando",0,https://www.mynews13.com/fl/orlando/news/2019/08/07/pete-buttigieg-looks-for-campaign-support-and-funding-in-orlando,News 13,21 hours ago,8/8/2019 12:00,Pete Buttigieg,6,1,www.mynews13.com
31110,"Moulton admits not qualifying for 2020 Dem debates makes bid more 
‘challenging'",1,https://www.foxnews.com/politics/2020-long-shot-moulton-says-hes-not-quitting-but-admits-not-qualifying-for-upcoming-debates-makes-bid-more-challenging,Fox News,6 days ago,8/14/2019 10:00,Seth Moulton,3,1,www.foxnews.com
2322,"Mayor Bill de Blasio defends program of relocating homeless out of New York 
amid a lawsuit from Newark",1,https://www.crainsnewyork.com/politics/de-blasio-defends-exporting-homeless-newark,Crain's New York Business,3 days ago,12/9/2019 18:00,Bill de Blasio,9,1,www.crainsnewyork.com
54044,Big Nurses Union Backs Bernie Sanders and His Push for ‘Medicare for All’,0,https://www.nytimes.com/2019/11/12/us/politics/bernie-sanders-nurses-endorsement.html,The New York Times,1 hour ago,11/12/2019 6:00,Bernie Sanders,3,1,www.nytimes.com
7891,"Rep. Seth Moulton Calls For Democratic Majority to Reign In Trump On 
Foreign Policy",0,https://www.wgbh.org/news/national-news/2019/01/03/rep-seth-moulton-calls-for-democratic-majority-to-reign-in-trump-on-foreign-policy,wgbh.org,1 day ago,1/5/2019 6:00,Seth Moulton,1,1,www.wgbh.org
33243,Tuesday’s debate: A moment of truth for Sanders,0,https://www.washingtonpost.com/politics/tuesdays-debate-a-moment-of-truth-for-sanders/2019/10/12/799d883a-eb6d-11e9-9c6d-436a0df4f31d_story.html,Washington Post,12 hours ago,10/13/2019 20:00,Bernie Sanders,2,1,www.washingtonpost.com
16735,Tom Steyer: Pelosi Sounds Like She Needs GOP's 'Permission' for Impeachment,0,https://www.breitbart.com/podcast/2019/03/11/tom-steyer-pelosi-sounds-like-she-needs-gops-permission-for-impeachment/,Breitbart,4 days ago,3/16/2019 0:00,Tom Steyer,7,1,www.breitbart.com
46512,"In NH expansion, Buttigieg campaign to open 12 offices, hires 16 new 
organizers",0,https://www.wmur.com/article/in-nh-expansion-buttigieg-campaign-to-open-12-offices-hires-16-new-organizers/28890360,WMUR.com,5 hours ago,9/2/2019 18:00,Pete Buttigieg,4,1,www.wmur.com
31118,Biden attacked by rivals over deportations under Obama,1,https://news.yahoo.com/julian-castro-to-biden-one-of-us-has-learned-the-lessons-of-the-past-015945097.html,Yahoo News,13 hours ago,8/1/2019 12:00,Julian Castro,9,1,news.yahoo.com
6999,"Johnny Joey Jones: Beto O'Rourke has 'no idea what he's talking about' on 
guns",1,https://www.foxnews.com/media/johnny-joey-jones-gun-buyback-voter-iowa,Fox News,14 hours ago,10/26/2019 22:00,Beto O Rourke,2,1,www.foxnews.com
11207,How Andrew Yang would improve health care,0,https://www.politico.com/news/2019/12/16/andrew-yang-2020-election-health-care-plan-085881,Politico,4 hours ago,12/16/2019 12:00,Andrew Yang,1,1,www.politico.com
6952,Chris Wallace becomes Trump era's 'equal opportunity inquisitor' | TheHill,1,https://thehill.com/homenews/media/457777-chris-wallace-becomes-trump-eras-equal-opportunity-inquisitor,The Hill,2 hours ago,8/18/2019 8:00,Donald Trump,5,1,thehill.com
29525,Booker Says The Hyde Amendment Is ‘An Assault On African-American Women’,0,https://dailycaller.com/2019/06/06/cory-booker-hyde-black-women/,The Daily Caller,5 hours ago,6/6/2019 18:00,Cory Booker,5,1,dailycaller.com
29435,"Tom Steyer has been pushing impeachment for years. Now it's center stage 
for his first debate",0,https://www.usatoday.com/story/news/politics/elections/2019/10/12/democratic-debate-tom-steyer-has-pushed-impeachment-and-debate-first-time/3915210002/,USA Today,1 day ago,10/13/2019 18:00,Tom Steyer,2,1,www.usatoday.com
37304,"Elizabeth Warren is running for president. Five things Californians need to 
know about her",0,https://www.sacbee.com/news/politics-government/capitol-alert/article232195072.html,The Sacramento Bee,22 hours ago,7/9/2019 4:00,Elizabeth Warren,10,1,www.sacbee.com
46838,Read Bernie Sanders' Lips: Elizabeth Warren Will Raise Taxes,0,https://www.newsweek.com/fourth-democratic-debate-winners-losers-1465506,Newsweek,5 mins ago,10/16/2019 0:00,Bernie Sanders,4,1,www.newsweek.com
15491,Mike Bloomberg surges past Kamala Harris in Democratic primary poll,0,https://nypost.com/2019/12/03/mike-bloomberg-surges-past-kamala-harris-in-democratic-primary-poll/,New York Post,2 hours ago,12/3/2019 2:00,Michael Bloomberg,3,1,nypost.com
45821,Washington joins several other states in flavored vaping ban,0,https://www.kiro7.com/news/local/gov-inslee-to-announce-executive-order-on-vaping-friday-morning/990830295,KIRO-TV,20 hours ago,9/28/2019 18:00,Jay Inslee,4,1,www.kiro7.com
48127,So … About That Buttigieg Surge?,0,https://fivethirtyeight.com/features/so-about-that-buttigieg-surge/,FiveThirtyEight,16 hours ago,10/23/2019 22:00,Pete Buttigieg,1,1,fivethirtyeight.com
20345,"Whether Biden's gaffe is an old problem or a new one, he needs a fix",1,https://www.nbcnews.com/politics/2020-election/whether-biden-s-gaffe-old-problem-or-new-one-he-n1040946,NBC News,10 hours ago,8/10/2019 4:00,Joe Biden,7,1,www.nbcnews.com
4661,"Tom Steyer raises paltry $2 million after personally spending tens of 
millions on his presidential bid",1,https://www.cnn.com/2019/10/10/politics/tom-steyer-third-quarter-fundraising/index.html,CNN.com,2 days ago,10/12/2019 22:00,Tom Steyer,6,1,www.cnn.com
157,"Inslee leads governors coming out against proposal that could push millions 
off food assistance",0,https://www.seattlepi.com/news/article/Inslee-leads-governors-against-SNAP-proposal-14396100.php,Seattle PI,15 mins ago,8/28/2019 20:00,Jay Inslee,3,1,www.seattlepi.com
17433,"Joe Biden Keeps Grip On Democratic Race; President Trump Now Leads 
Elizabeth Warren, Bernie Sanders: IBD/TIPP Poll",0,https://www.investors.com/news/joe-biden-leads-democrats-president-trump-tops-elizabeth-warren-bernie-sanders-ibd-tipp-poll/,Investor's Business Daily,7 hours ago,12/16/2019 16:00,Bernie Sanders,10,1,www.investors.com
28606,"Political Landscape: Four Democratic presidential candidates to share stage 
during Costa Mesa forum",0,https://www.latimes.com/socal/daily-pilot/news/story/2019-09-04/political-landscape-four-democratic-presidential-candidates-to-share-stage-during-costa-mesa-forum,Los Angeles Times,2 days ago,9/7/2019 6:00,Tulsi Gabbard,7,1,www.latimes.com
21783,Biden highlights work on Violence Against Women Act in new TV spot | TheHill,0,https://thehill.com/homenews/campaign/470956-biden-highlights-work-on-violence-against-women-act-in-new-tv-spot,The Hill,1 hour ago,11/18/2019 16:00,Joe Biden,3,1,thehill.com
32922,"Andrew Yang, Marianne Williamson, Bernie Sanders are the 2020 candidates 
standing out to our readers",0,https://www.usatoday.com/story/opinion/2019/04/21/yang-williamson-sanders-2020-candidates-standing-out/3506638002/,USA Today,3 weeks ago,5/11/2019 18:00,Marianne Williamson,9,1,www.usatoday.com
42125,Will Michael Cohen’s Testimony Doom Trump?,1,https://www.nytimes.com/2019/02/28/opinion/the-argument-michael-cohen-bernie-sanders.html,The New York Times,1 day ago,3/1/2019 6:00,Bernie Sanders,10,1,www.nytimes.com
4484,"Exclusive: Jill Biden on Kamala Harris' attack: The American people 'didn't 
buy it'",1,https://www.cnn.com/2019/07/08/politics/jill-biden-surprised-kamala-harris-debate/index.html,CNN.com,8 hours ago,7/9/2019 6:00,Kamala Harris,8,1,www.cnn.com
54548,2020 hopefuls hunt for viral moments,0,https://www.politico.com/story/2019/02/17/2020-candidates-beto-warren-booker-1173354,Politico,1 day ago,2/19/2019 6:00,Beto O Rourke,9,1,www.politico.com
55778,How Michael Bloomberg Keeps Reinventing Himself,1,https://forward.com/culture/qa/431490/how-michael-bloomberg-keeps-reinventing-himself/,The Forward,17 hours ago,9/17/2019 8:00,Michael Bloomberg,2,6,forward.com
46023,"Rubio hits Warren's 'crude' and 'vulgar' response to opposition to same-sex 
marriage | TheHill",1,https://thehill.com/homenews/senate/465539-rubio-hits-warrens-crude-and-vulgar-response-to-opposition-to-same-sex,The Hill,8 hours ago,10/13/2019 0:00,Elizabeth Warren,2,1,thehill.com
22039,"Walsh, Weld hammer Trump at GOP debate: 'It's not about the issues, it's 
about Trump'",1,https://abcnews.go.com/Politics/walsh-weld-hammer-trump-gop-debate-issues-trump/story?id=65837922,ABC News - Go.com,1 day ago,9/26/2019 6:00,Bill Weld,3,1,abcnews.go.com
41017,"A Joe Biden 2020 Campaign Would Be the Most Divisive Thing for the 
Democratic Field",1,https://www.esquire.com/news-politics/politics/a25782295/joe-biden-2020-democrats-divisive/,Esquire,54 mins ago,1/7/2019 18:00,Joe Biden,4,1,www.esquire.com
4138,Bernie Sanders new criticism of Elizabeth Warren Medicare for All plan,0,https://www.businessinsider.com/bernie-sanders-new-criticism-of-elizabeth-warren-medicare-for-all-2019-11,Business Insider,1 hour ago,11/8/2019 14:00,Bernie Sanders,3,1,www.businessinsider.com
29927,Beto O’Rourke’s Free Ride on Charter Schools Won’t Last for Long,1,https://theintercept.com/2019/03/27/beto-orourke-charter-schools/,The Intercept,2 hours ago,3/27/2019 12:00,Beto O Rourke,4,1,theintercept.com
8511,"Half of New Hampshire voters won’t consider Deval Patrick, Suffolk/Globe 
poll shows",1,https://www.bostonglobe.com/metro/2019/11/25/half-new-hampshire-voters-won-consider-deval-patrick-suffolk-globe-poll-shows/YlcLy0HiO3PnpzrZnoAz1K/story.html,The Boston Globe,1 day ago,11/27/2019 0:00,Deval Patrick,8,1,www.bostonglobe.com
2924,Rep. Tim Ryan supports impeaching President Donald Trump,0,https://www.cleveland.com/open/2019/06/rep-tim-ryan-supports-impeaching-president-donald-trump.html,Cleveland.com,2 hours ago,6/3/2019 0:00,Tim Ryan,4,1,www.cleveland.com
44310,,0,,,,8/24/2019 16:00,,,,
10642,O'Rourke compares Trump to Nazi leader | TheHill,0,https://thehill.com/homenews/campaign/467148-orourke-compares-trump-to-nazi-leader,The Hill,1 day ago,10/24/2019 20:00,Beto O Rourke,6,1,thehill.com
11019,Yang vs. Warren: Who Has the Better Tax Plan?,0,https://www.nytimes.com/2019/09/27/business/yang-warren-taxes-mankiw.html,The New York Times,4 hours ago,9/27/2019 16:00,Andrew Yang,5,1,www.nytimes.com
43219,Alexandria Ocasio-Cortez to rally with Bernie Sanders in Las Vegas,0,https://www.rgj.com/story/news/2019/12/13/alexandria-ocasio-cortez-rally-bernie-sanders-las-vegas/2642609001/,Reno Gazette-Journal,18 hours ago,12/14/2019 12:00,Bernie Sanders,7,1,www.rgj.com
57882,Dori: Jay Inslee has blood on his hands yet again with Prosser murder,1,https://mynorthwest.com/1479532/dori-prosser-murder-illegal-immigrant/,MyNorthwest.com,5 hours ago,8/14/2019 0:00,Jay Inslee,3,2,mynorthwest.com
55823,"Jay Inslee says Trump, Senate failed to remove ‘weapons of war’ in US",0,https://www.reviewjournal.com/news/politics-and-government/jay-inslee-says-trump-senate-failed-to-remove-weapons-of-war-in-us-1818675/,Las Vegas Review-Journal,5 hours ago,8/5/2019 2:00,Jay Inslee,3,1,www.reviewjournal.com
23488,Fox News commentator Marie Harf is joining Seth Moulton's 2020 campaign,0,https://www.boston.com/news/politics/2019/05/09/fox-news-marie-harf-seth-moulton-campaign,Boston.com,2 days ago,5/11/2019 0:00,Seth Moulton,8,1,www.boston.com
46900,"Julián Castro has a message for Trump. He bought a ‘Fox & Friends’ ad to 
reach him.",0,https://www.washingtonpost.com/politics/julian-castro-has-a-message-for-trump-he-bought-a-fox-and-friends-ad-to-reach-him/2019/08/13/32a5da14-bd77-11e9-aff2-3835caab97f6_story.html,Washington Post,2 hours ago,8/13/2019 10:00,Julian Castro,1,1,www.washingtonpost.com
34942,Steyer touts business experience in economic address | TheHill,0,https://thehill.com/homenews/campaign/474679-steyer-touts-business-experience-in-economic-address,The Hill,2 days ago,12/18/2019 20:00,Tom Steyer,8,1,thehill.com
30009,De Blasio could only name 11 of his fellow presidential competitors,1,https://www.washingtonexaminer.com/news/de-blasio-could-only-name-11-of-his-fellow-presidential-competitors,Washington Examiner,2 hours ago,8/19/2019 12:00,Bill de Blasio,4,1,www.washingtonexaminer.com
47657,Tom Steyer: Florida Gov. Ron DeSantis is a ‘fake environmentalist’,1,https://www.miamiherald.com/news/politics-government/article228987244.html,Miami Herald,7 hours ago,4/10/2019 0:00,Tom Steyer,1,2,www.miamiherald.com
36625,Eight 2020 Dems to meet at 'She the People' forum | TheHill,0,https://thehill.com/homenews/campaign/440430-2020-dems-to-meet-at-she-the-people-forum,The Hill,23 hours ago,4/25/2019 12:00,Amy Klobuchar,3,1,thehill.com
53403,"Trump 2020 campaign will attack Biden's Senate record, not his time as 
Obama's VP",1,https://www.foxnews.com/politics/trump-2020-campaign-attack-biden-senate-record-obama,Fox News,5 hours ago,7/6/2019 10:00,Joe Biden,6,1,www.foxnews.com
34972,2020 Presidential candidate Andrew Yang is in favor of blockchain voting,0,https://finance.yahoo.com/news/2020-presidential-candidate-andrew-yang-073508377.html,Yahoo Finance,1 day ago,8/23/2019 12:00,Andrew Yang,8,1,finance.yahoo.com
50583,,0,,,,1/1/2019 12:00,,,,
14487,"Female presidential candidates pose for Vogue shoot with a notable absence: 
'Where's Marianne Williamson?'",0,https://www.yahoo.com/lifestyle/female-presidential-candidates-vogue-shoot-marianne-williamson-102853471.html,Yahoo,1 day ago,7/3/2019 22:00,Tulsi Gabbard,5,1,www.yahoo.com
9054,"John Delaney challenges Bernie Sanders to a health care debate following TV 
clash",0,https://www.foxnews.com/media/john-delaney-bernie-sanders-debate,Fox News,1 week ago,8/17/2019 12:00,John Delaney,7,1,www.foxnews.com
9374,"Obama, Trump Tie as Most Admired Man in 2019",0,https://news.gallup.com/poll/273125/obama-trump-tie-admired-man-2019.aspx,Gallup News,16 hours ago,12/30/2019 20:00,Donald Trump,2,1,news.gallup.com
3260,Democratic debates: Amy Klobuchar's shaking leaves viewers rattled,1,https://nypost.com/2019/11/20/democratic-debates-amy-klobuchars-shaking-leaves-viewers-rattled/,New York Post,2 days ago,11/23/2019 2:00,Amy Klobuchar,1,1,nypost.com
39685,Bullock: The biggest problem with immigration is Trump,0,https://www.cnn.com/videos/politics/2019/07/31/governor-steve-bullock-democratic-debate-bts-newday-vpx.cnn,CNN.com,1 day ago,8/2/2019 4:00,Steve Bullock,6,1,www.cnn.com
3305,Montana Governor Steve Bullock Signs Sports Betting Bill,0,https://www.si.com/gambling/2019/05/03/montana-sports-gambling-bill-steve-bullock-governor,Sports Illustrated,2 days ago,5/6/2019 18:00,Steve Bullock,5,1,www.si.com
57142,,0,,,,3/22/2019 18:00,,,,
44302,"SC politics roiled by ethics infraction, support from struggling 
presidential candidate",1,https://www.greenvilleonline.com/story/news/politics/elections/2019/08/16/greenville-sc-house-district-19-ethics-infraction-seth-moulton-trump-patrick-haddon-carrie-counton/2022326001/,Greenville Online,2 days ago,8/18/2019 20:00,Seth Moulton,1,1,www.greenvilleonline.com
31120,"Gabbard defends Omar: I don't believe she intended 'to cause any offense' | 
TheHill",0,https://thehill.com/homenews/campaign/433429-gabbard-defends-omar-i-dont-believe-she-intended-to-cause-any-offense,The Hill,9 hours ago,3/11/2019 6:00,Tulsi Gabbard,7,1,thehill.com
49399,"Tom Steyer raises paltry $2 million after personally spending tens of 
millions on his presidential bid",1,https://www.cnn.com/2019/10/10/politics/tom-steyer-third-quarter-fundraising/index.html,CNN.com,3 days ago,10/13/2019 22:00,Tom Steyer,7,1,www.cnn.com
17787,America needs Tom Steyer. But not for president,1,https://www.bostonglobe.com/opinion/2019/10/25/america-needs-tom-steyer-but-not-for-president/pKRWt4pGPYUXOVHHVpO9BN/story.html,The Boston Globe,1 day ago,10/27/2019 12:00,Tom Steyer,1,5,www.bostonglobe.com
10441,,0,,,,12/16/2019 22:00,,,,
18714,"Trump Privately Frets 'What's Going on With Drudge?' During Impeachment, 
Asks Jared Kushner to 'Look Into It'",0,https://www.thedailybeast.com/trump-privately-frets-whats-going-on-with-drudge-during-impeachment-asks-jared-kusher-to-look-into-it,The Daily Beast,16 mins ago,11/23/2019 10:00,Donald Trump,3,1,www.thedailybeast.com
37844,"John Hickenlooper: Green New Deal sets ""unachievable goals""; 2020 
Democratic candidate says he opposes proposal",0,https://www.cbsnews.com/news/john-hickenlooper-green-new-deal-sets-unachievable-goals/,CBS News,2 days ago,3/29/2019 6:00,John Hickenlooper,8,1,www.cbsnews.com
13608,"‘Who leaked?’ Republican Sen. Ron Johnson’s conspiracy-filled defense of 
Trump, analyzed.",1,https://www.washingtonpost.com/politics/2019/10/06/who-leaked-republican-sen-ron-johnsons-conspiracy-filled-defense-trump-analyzed/,Washington Post,1 hour ago,10/6/2019 16:00,Donald Trump,6,1,www.washingtonpost.com
57547,"Cory Booker, Citing a Rising Newark, Pitches a Campaign of ‘Justice’",0,https://www.nytimes.com/2019/04/13/us/politics/cory-booker-newark.html,The New York Times,22 hours ago,4/14/2019 12:00,Cory Booker,10,1,www.nytimes.com
5356,"Springfield Councilor Tim Ryan won’t seek recount after close election 
loss; turnout was 16%",0,https://www.masslive.com/news/2019/11/springfield-councilor-tim-ryan-wont-seek-recount-after-close-election-loss-turnout-was-165.html,MassLive.com,2 days ago,11/10/2019 12:00,Tim Ryan,1,3,www.masslive.com
34751,Sanders' answer to HBCU student sparks backlash,1,https://www.cnn.com/videos/politics/2019/10/28/bernie-sanders-tells-students-respect-police-dont-get-shot-head-sot-mxp-vpx.hln,CNN.com,6 hours ago,10/28/2019 16:00,Bernie Sanders,8,1,www.cnn.com
19855,"Gillibrand tells SC Democrats she can turn red places blue ahead of 2020 
primary",0,https://www.thestate.com/news/politics-government/article225916230.html,The State,2 days ago,2/11/2019 18:00,Kirsten Gillibrand,10,1,www.thestate.com
41148,Kamala Harris reacts to Jussie Smollett case,0,https://www.cnn.com/videos/politics/2019/03/26/jussie-smollett-charges-dropped-reaction-kamala-harris-intv-tsr-vpx.cnn,CNN.com,2 days ago,3/29/2019 6:00,Kamala Harris,2,1,www.cnn.com
10641,Kamala Harris drops out of the 2020 presidential race,1,https://www.vox.com/2019/12/3/20993805/kamala-harris-drops-out-of-the-2020-presidential-race,Vox,3 weeks ago,12/25/2019 22:00,Kamala Harris,9,3,www.vox.com
